Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	membrane raft organization (GO:0031579)	9/15	1.457171e-03	7.039739e-02	0	0	5.421612e+00	3.540995e+01	FA2H;ANXA2;CAV3;RFTN1;MYADM;PPT1;FLOT2;EMP2;S100A10
GO_Biological_Process_2021	ephrin receptor signaling pathway (GO:0048013)	30/82	1.460630e-03	7.039739e-02	0	0	2.089238e+00	1.364040e+01	ROCK1;SRC;ARPC1B;SDC2;PSEN1;EFNA5;KALRN;ACTB;APH1A;SIPA1L1;AP2M1;EPHB4;ANKS1B;EPHB3;VAV3;LYN;EPHA4;EPHA7;EPHA6;YES1;PTPN11;ARPC5;MMP9;DNM1;PTK2;VAV2;GRIN1;EFNA1;EFNA3;EPHA2
GO_Biological_Process_2021	cellular response to insulin stimulus (GO:0032869)	43/129	1.478848e-03	7.067140e-02	0	0	1.812195e+00	1.180915e+01	ATP6V1A;BCAR3;IRS1;INSIG2;INSIG1;SYAP1;PDE3B;ZDHHC7;PIK3R1;TCIRG1;HDAC9;IGF1R;ZFP36L1;GRB14;AKT2;ATP6V0A2;AKT1;ATP6V1D;PDK2;ATP6V1C1;PCK2;ATP6V1G1;PRKCI;MARS1;GAB1;MYO5A;INHBB;BAIAP2;RAB10;KAT2B;CPEB1;RAB31;PKM;EPRS1;RAB15;PHIP;GRB2;PPARG;ATP6V0C;LPIN2;BCAR1;LPIN3;ATP6V1B1
GO_Biological_Process_2021	negative regulation of cell migration (GO:0030336)	47/144	1.512464e-03	7.167048e-02	0	0	1.756542e+00	1.140701e+01	KANK1;ZMYND8;TACSTD2;PTEN;MIA3;PTPRJ;FOXO3;CORO1C;ROBO1;FLCN;ADGRG1;SHH;DUSP10;WNT11;CDH1;HYAL2;PIP5KL1;DAG1;SRGAP2;SRGAP1;ARPIN;SCAI;EPHA4;TCAF1;JAG1;TPM1;NOG;DAB2IP;MCC;SULF1;TBX5;ALOX15B;SMAD7;RHOB;RAP2C;TMIGD3;CLDN5;CLDN3;RAP2B;ADAM15;NAV3;KRT16;DLG5;DLC1;DPEP1;EVL;TRIB1
GO_Biological_Process_2021	regulation of cell motility (GO:2000145)	44/133	1.555673e-03	7.249951e-02	0	0	1.791905e+00	1.158618e+01	MACF1;PLXND1;ROCK1;CCDC125;TACSTD2;WAS;SPINT2;GATA3;NTN1;AMOT;FGF9;ERBB3;ERBB4;AKT2;TMSB4X;LMNA;ABL1;PLXNA2;AKT1;ABL2;PLXNA1;FLNA;CCR7;CFAP20;PLXNA4;DAPK3;OSGIN1;MEAK7;MEMO1;CYRIB;EREG;RHOB;DIAPH1;FRMD5;NRG4;SPATA13;PLXNB2;AMOTL2;SGK3;PKN2;AMOTL1;PHPT1;RAF1;SGK1
GO_Biological_Process_2021	transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	44/133	1.555673e-03	7.249951e-02	0	0	1.791905e+00	1.158618e+01	ITGB1;BMPR2;ITGB5;ZFYVE9;SRC;WFIKKN2;SCX;FURIN;PRKCZ;FNTA;UBB;ZMIZ1;HJV;ZMIZ2;GCNT2;MAP3K7;ACVR1;SMAD2;TGFB2;SMAD3;SMURF1;GDF15;USP9X;SLC33A1;ARHGEF18;INHBB;CGN;FOS;SMAD6;BMP7;SIRT1;BMP6;PTK2;BMP5;SMAD7;RGMA;BMP4;SKI;CLDN5;EID2;PARD3;BMPR1B;MEGF8;FERMT2
GO_Biological_Process_2021	positive regulation of transferase activity (GO:0051347)	48/148	1.575715e-03	7.283161e-02	0	0	1.740168e+00	1.122938e+01	DDR1;RET;VAC14;FLT1;HSP90AB1;PCNA;FLT3;DSCC1;DCUN1D4;DCUN1D2;CHTF18;IGF1R;DSTYK;ERBB3;PABPN1;ERBB4;MYC;NBN;EPHB4;EPHB3;ARRDC4;EPHA4;CCT2;NTRK2;EPHA7;HSP90AA1;RFC3;EPHA6;UBE2I;RFC2;NTRK3;PTGES3;PLK1;AXIN1;MERTK;GRHL2;PKIB;POLG2;DKC1;AXL;KIT;UBE2N;POT1;CTNNB1;MET;FGFR2;SERINC5;EPHA2
GO_Biological_Process_2021	phosphorylation (GO:0016310)	112/400	1.601583e-03	7.323613e-02	0	0	1.413907e+00	9.100985e+00	APP;DGKE;GMFB;DGKA;TESK2;NRBP2;STK10;STK11;CDK20;PIM1;AKT1;PIM3;PDK2;PRKCG;ACVR1;PRKCI;CDKL4;EPHA7;PRKCH;CSNK2A1;DAPK1;DAPK2;PRKCE;DAPK3;LMTK3;DYRK1B;VRK1;VRK2;DGKZ;ERN1;ILF3;MAPKAPK2;TRIB1;DGKI;DGKH;CERKL;PRKCZ;TTBK1;NUAK2;GRK2;GRK5;IRAK1;GRK6;ABL1;MAP3K20;PGK1;MARK3;IP6K3;NADK;MARK2;LYN;PLK4;CDK18;CDK19;TGFB2;DMPK;NEK6;PLK1;DCLK1;CDK9;GNPTG;TBCK;CDK4;WNK1;CDK3;COPS8;MAP3K13;BMPR1B;RET;BMPR2;MAST2;PRKAG2;PIK3CD;PIK3CB;PRKAG3;HK1;TLK2;SPHK2;STRADA;SPHK1;YWHAZ;LATS1;LATS2;RARA;PICK1;SGK3;GAS6;SGK1;SGK2;CILK1;CAMK2B;ROCK1;MAPK8;WNT11;PAK6;PTK2B;MAP4K5;MAPK6;PAK2;PAK4;MAP3K1;AGK;CDC42BPG;STAT3;CDC42BPB;MERTK;HIPK3;HIPK2;TAOK3;STK17B;PKN2;NEK11
GO_Biological_Process_2021	positive regulation of endothelial cell migration (GO:0010595)	31/86	1.620540e-03	7.323613e-02	0	0	2.041203e+00	1.311472e+01	SEMA5A;NRP1;SCARB1;BMPR2;HSPB1;PIK3CD;PIK3CB;GATA3;FUT1;HIF1A;THBS1;TMSB4X;ZC3H12A;ABL1;AKT1;PTK2B;PLCG1;BCAS3;EDN1;ZNF580;ANXA3;MAPK14;SIRT1;FOXP1;RHOB;BMP4;P2RX4;MET;RIN2;BCAR1;LGMN
GO_Biological_Process_2021	cell morphogenesis involved in differentiation (GO:0000904)	27/72	1.624243e-03	7.323613e-02	0	0	2.172270e+00	1.395187e+01	NRP1;LAMA5;LAMC3;LAMC1;PIK3R1;SIPA1L3;UNK;OPHN1;MICALL2;ITGB7;SRGAP2;EPHB3;LAMB3;LAMB2;ACTN1;METTL3;LAMB4;TBCD;PARVA;GRHL2;EFNA1;CLDN3;RILPL2;ABI2;RADIL;FERMT2;EPHA2
GO_Biological_Process_2021	recombinational repair (GO:0000725)	29/79	1.636416e-03	7.323613e-02	0	0	2.100162e+00	1.347306e+01	EXD2;BLM;AP5Z1;FBH1;NUCKS1;RAD54B;YY1;ZFYVE26;RECQL5;SLX4;SFR1;RBBP8;NBN;AP5S1;XRCC2;NSMCE2;NSMCE1;HUS1;RPA2;INO80;PALB2;RAD51B;MMS22L;MORF4L1;RAD51C;UBE2N;ERCC5;FAN1;RHNO1
GO_Biological_Process_2021	translational elongation (GO:0006414)	36/104	1.652018e-03	7.335222e-02	0	0	1.917888e+00	1.228552e+01	MRPS15;MRPS16;GFM2;MRPS14;LTN1;MRPL16;MRPL38;MRPL39;MRPS10;MRPL36;MRPL58;MRPL37;MRPL13;MRPL4;MRPL3;EEF2K;MRPL1;MRPL40;MRPL9;EEFSEC;MRPS28;TSFM;MRPS26;MRPS27;MRPS22;MRPS23;MRPS18A;MRPL28;MRPS21;MRPL48;MRPS7;MRPL24;MRPL21;MRPS5;TUFM;AURKAIP1
GO_Biological_Process_2021	ATP-dependent chromatin remodeling (GO:0043044)	18/42	1.690134e-03	7.445832e-02	0	0	2.713327e+00	1.731902e+01	MBD3;SMARCD2;SRCAP;ACTR6;CHD8;CHD4;CHD3;INO80;SPTY2D1;ARID1A;SMARCA1;ACTB;SMARCA4;RBBP4;VPS72;ANP32E;DMAP1;MTA2
GO_Biological_Process_2021	glycosaminoglycan biosynthetic process (GO:0006024)	34/97	1.722817e-03	7.530981e-02	0	0	1.954814e+00	1.244003e+01	CEMIP;CHPF;SDC4;SDC2;NCAN;XYLT1;HS6ST1;ACAN;CHST11;CHSY1;CHST12;DSE;CHST15;ST3GAL4;GCNT2;CHST14;ST3GAL1;CHST6;CHPF2;B3GALT6;HS3ST5;HS3ST6;HSPG2;EXT1;UGDH;UST;B3GNT3;SDC1;PXYLP1;CSPG4;AGRN;B4GALT7;B4GALT4;CHST3
GO_Biological_Process_2021	positive regulation of phosphorylation (GO:0042327)	75/253	1.793597e-03	7.773006e-02	0	0	1.529499e+00	9.671838e+00	DDR1;RET;APP;NRP1;FLT1;TFRC;FBH1;FLT3;ARRB1;IGF1R;FLCN;DSTYK;CCND3;FGF9;AKT2;GPER1;NPTN;AKT1;SOX9;NBN;PDE8A;EPHB4;EPHB3;EPHA4;EPHA7;HSP90AA1;EPHA6;DSCAM;ENTPD5;AXIN1;ARNT;AXIN2;SIRT1;MMP9;PGF;EREG;CLDN3;KIT;WDFY2;GAS6;MET;EPHA2;VAC14;PFKFB3;RALB;FAXDC2;PSEN1;EFNA5;HIF1A;RASGRP1;THBS1;FXR1;GPNMB;ERBB3;KCTD20;ERBB4;P2RY1;ABL1;DVL2;LYN;TBX1;NTRK2;SEMA4D;IL34;PTGES3;NTRK3;VEGFB;MERTK;PTK2;BMP4;EFNA1;P2RX7;SLCO3A1;AXL;FGFR2
GO_Biological_Process_2021	positive regulation of protein polymerization (GO:0032273)	26/69	1.812687e-03	7.773006e-02	0	0	2.188882e+00	1.381829e+01	NUMA1;SLAIN2;TTBK1;LMOD2;BAIAP2L2;BAIAP2L1;PTK2B;CCR7;TPPP;CDK5RAP2;VASP;CARMIL1;HSP90AA1;CAV3;PRKCE;BAIAP2;CTTN;NAV3;BIN1;CDC42EP4;CDC42EP3;CDC42EP1;EVL;MET;ARF6;CCL26
GO_Biological_Process_2021	actomyosin structure organization (GO:0031032)	28/76	1.832868e-03	7.773006e-02	0	0	2.112013e+00	1.330964e+01	FHOD3;ITGB1;ITGB5;ROCK1;EPB41;SRC;CUL3;ARRB1;LMOD2;EPB41L4B;CSRP1;EPB41L1;EPB41L2;MYH14;TMOD1;TMOD3;CDC42BPG;TMOD2;TPM1;CDC42BPB;FRMD3;TJP1;FRMD5;KRT19;OBSCN;TNNT1;TNNT2;MYH9
GO_Biological_Process_2021	regulation of nucleic acid-templated transcription (GO:1903506)	119/430	1.833889e-03	7.773006e-02	0	0	1.391398e+00	8.767638e+00	NUP107;TRRAP;WWC1;NAB2;JMJD1C;CELSR2;RPL6;SOX3;ZMIZ1;MYB;SLC39A8;SOX7;FADS1;ZNF284;ZNF282;ZNF281;DAPK3;SOX13;ACTN4;HIC1;HCFC1;SAP30;NIF3L1;KAT6B;PSPC1;ATF7;ZSCAN26;ZNF678;LMX1B;CLOCK;KMT2D;CASZ1;DLX4;CTR9;SUPT4H1;BAZ2A;GATA4;CREBL2;HIF1A;ZBTB4;SBNO2;ZNF703;ABL1;DVL2;RREB1;ZNF146;CREBBP;ZFHX3;DENND4A;SNAI3;NFATC2;TRIP4;NR1D2;ESRRG;FOXN3;ESR1;NFKB2;DRAP1;ZFAT;GTF2IRD1;RBAK;LIN54;BTG1;BNC1;OGG1;HP1BP3;SIX1;CHD3;ZNF280D;LYL1;ZNF648;SPIN1;ZNF646;HMG20A;ERC1;ZNF488;MYBL1;TEAD2;NCOA2;REXO4;SUPT3H;MLF2;DNM2;MED23;GCFC2;NFX1;MTF2;TERF2IP;ZNF117;TESMIN;ZNF875;USP13;ZNF2;SPTY2D1;SERTAD3;NSD1;NSD2;PAK6;APBB2;RALY;VHL;SRSF10;APBB3;ZNF221;ASCC1;NFYC;STAT3;YY1AP1;PML;RYBP;WT1;CARM1;ZNF219;TAF5;SSBP2;ZNF212;BRDT;GZF1;ZNF695
GO_Biological_Process_2021	epithelial cell differentiation (GO:0030855)	35/101	1.860890e-03	7.773006e-02	0	0	1.920916e+00	1.207623e+01	EHF;ACADVL;PCNA;SIX1;ZDHHC7;GATA3;LGALS3;ERBB4;AKT2;ZNF703;PGK1;AKT1;PCK2;CTSB;TBX1;GSTK1;CPT1A;JAG1;ANXA4;SPINK5;TDRD7;UPK3A;GRHL2;PAX2;OVOL2;BMP4;VIL1;LATS1;RAB10;WT1;CDHR2;VDAC1;PPARG;RHCG;FGFR2
GO_Biological_Process_2021	positive regulation of protein localization to membrane (GO:1905477)	35/101	1.860890e-03	7.773006e-02	0	0	1.920916e+00	1.207623e+01	NECAB2;ITGB1;CEMIP;PPP1R13B;YWHAB;ITGB2;ZDHHC5;PIK3R1;BBC3;LGALS3;MAPK8;CASP8;YWHAQ;AKT2;KIF5B;GPER1;AKT1;CHP1;YWHAG;PLS1;FIS1;PRKCI;TCAF1;PRKCH;ITGA3;KCNB1;PRKCE;ATP2B4;PDZK1;YWHAZ;TFDP2;SQSTM1;EPHA2;TP73;ARF6
GO_Biological_Process_2021	proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	92/321	1.883632e-03	7.793564e-02	0	0	1.459358e+00	9.156821e+00	UBXN2A;ZFAND2A;CCNF;FAF2;LTN1;ARRB1;HERPUD1;TRIM9;PSMD6;MAEA;KAT5;PTTG1;CDC26;TRIM2;FBXO4;TRIM25;BTRC;ANAPC7;DNAJB12;DNAJB14;KCTD2;RAD23A;ARMC8;SIRT1;KCTD5;RAD23B;CDC20B;PSMA5;PSMA6;PSMA3;CDC34;PSMA1;ANAPC5;RBCK1;CLOCK;FAM8A1;RNF121;RNF34;KLHL15;CUL3;SEL1L;FBXO45;UBE2J2;HSP90B1;BAG6;RMND5B;AMN1;PSMB7;ZNRF1;COP1;SHARPIN;MTA1;RNF216;UBB;PCBP2;SPOP;UBQLN1;DNAJB9;TBL1X;BUB3;DCAF11;CRBN;UBE2B;FEM1A;RHBDD2;SMURF1;FEM1B;SIAH2;FBXO38;AMFR;PLK1;ERLIN1;HUWE1;WWP1;ERLIN2;UBE2G2;FBXL16;FBXL14;PML;FBXO31;KLHL20;NSFL1C;ITCH;SPSB1;PSMC4;PSMC2;CTNNB1;FBXL5;MAD2L1;NFE2L2;RNF187;CUL4B
GO_Biological_Process_2021	entry of bacterium into host cell (GO:0035635)	6/8	1.934916e-03	7.793564e-02	0	0	1.083849e+01	6.771552e+01	CDH1;SRC;CTNNB1;GRB2;CBLL1;MET
GO_Biological_Process_2021	mammary gland epithelial cell differentiation (GO:0060644)	6/8	1.934916e-03	7.793564e-02	0	0	1.083849e+01	6.771552e+01	LATS1;ERBB4;AKT2;ID2;ZNF703;AKT1
GO_Biological_Process_2021	regulation of extent of cell growth (GO:0061387)	6/8	1.934916e-03	7.793564e-02	0	0	1.083849e+01	6.771552e+01	OLFM1;CTTN;ABL1;NRCAM;APOE;DNM2
GO_Biological_Process_2021	regulation of protein localization to cell cortex (GO:1904776)	6/8	1.934916e-03	7.793564e-02	0	0	1.083849e+01	6.771552e+01	NUMA1;SAPCD2;EPB41;EPB41L2;PLK1;MISP
GO_Biological_Process_2021	response to unfolded protein (GO:0006986)	20/49	1.962605e-03	7.849027e-02	0	0	2.495370e+00	1.555485e+01	HSPA8;HSP90AA1;HSP90AB1;HSPB8;RHBDD1;HSPA4L;HSPA6;DAB2IP;HSPB1;TOR1B;HSPA13;HERPUD1;HSPD1;ERN1;DNAJB1;BAG3;HSF1;SERPINH1;BAX;TMBIM6
GO_Biological_Process_2021	Ras protein signal transduction (GO:0007265)	46/142	1.998485e-03	7.908142e-02	0	0	1.736784e+00	1.079475e+01	CYFIP1;DNMT1;SHC3;RALB;ROCK1;ARHGDIG;ARHGAP1;WAS;BRK1;PARK7;RASGRP1;NTN1;RERG;EPS8;GNA13;ADGRG1;NRAS;G3BP1;GNA12;PLCE1;EPS8L3;RALGDS;RREB1;FARP2;SETDB1;KSR1;PLEKHG5;ARHGAP29;MAPK14;RHOD;RHOB;CCNA2;RAP2C;SHTN1;MAPK11;RAP2B;ABI2;CDC42EP4;CDC42EP3;RAPGEF1;CDC42EP1;RAPGEF2;GRB2;ARHGEF1;RGL2;KPNB1
GO_Biological_Process_2021	positive regulation of protein kinase B signaling (GO:0051897)	51/161	2.034695e-03	7.908142e-02	0	0	1.680939e+00	1.041746e+01	CD86;SEMA5A;ITGB1;RET;HSP90AB1;IRS1;FLT3;PIK3CD;PTPRJ;PARK7;PIK3CB;IGF1R;FGF9;AKT2;CCR7;TNFAIP8L3;HSP90AA1;GAB1;FLT3LG;FRS2;VAV1;EREG;NRG4;KIT;GAS6;MET;TSPYL5;SRC;MAZ;PDGFA;GATA3;PIK3R1;TXN;THBS1;RTN4;ERBB3;ERBB4;GCNT2;THEM4;OSBPL8;GDF15;PTPN11;ESR1;PTK2;P2RX4;AXL;GRB2;PIK3AP1;FERMT2;FGFR2;MYORG
GO_Biological_Process_2021	regulation of actin filament polymerization (GO:0030833)	27/73	2.052259e-03	7.908142e-02	0	0	2.124911e+00	1.315068e+01	WASHC5;KANK1;MTPN;LMOD2;BAIAP2L2;BAIAP2L1;PTK2B;CCR7;VASP;CARMIL1;PLEKHG2;PRKCE;BAIAP2;CYRIB;SSH3;LATS1;VIL1;CTTN;BIN1;CDC42EP4;CDC42EP3;MYADM;CDC42EP1;EVL;DBN1;ARF6;CCL26
GO_Biological_Process_2021	regulation of Rho protein signal transduction (GO:0035023)	27/73	2.052259e-03	7.908142e-02	0	0	2.124911e+00	1.315068e+01	NRP1;KANK1;CCDC125;CUL3;ARRB1;ABRA;ARHGAP35;ROBO1;EPS8;FLCN;ADGRG1;OPHN1;ABL1;ABL2;APOE;EPS8L3;SCAI;STARD13;GPR35;ITGA3;HEG1;ARHGEF18;NET1;DLC1;F2RL1;RAF1;MET
GO_Biological_Process_2021	regulation of axon extension involved in axon guidance (GO:0048841)	12/24	2.059327e-03	7.908142e-02	0	0	3.615527e+00	2.236339e+01	SEMA5A;NRP1;SEMA5B;DSCAM;SEMA3C;SEMA4D;SEMA3D;SEMA4B;SEMA3B;SEMA3F;SEMA4G;MEGF8
GO_Biological_Process_2021	negative regulation of Notch signaling pathway (GO:0045746)	14/30	2.061530e-03	7.908142e-02	0	0	3.164239e+00	1.956863e+01	EGFL7;NIBAN2;ARRDC1;METTL3;ARRB1;NRARP;DLK1;LFNG;HEY1;AKT1;CHAC1;HIF1AN;ZBTB7A;BEND6
GO_Biological_Process_2021	positive regulation of organelle assembly (GO:1902117)	19/46	2.140492e-03	8.067690e-02	0	0	2.545938e+00	1.564917e+01	PLK4;DYNC1H1;LRSAM1;RALB;CNOT6L;NUMA1;SDC4;CEP120;STX18;HTT;ASAP1;ARHGAP35;ELAPOR1;CCDC88A;CNOT2;G3BP1;PIP4K2A;SDC1;SAXO1
GO_Biological_Process_2021	regulation of DNA metabolic process (GO:0051052)	19/46	2.140492e-03	8.067690e-02	0	0	2.545938e+00	1.564917e+01	PIF1;ALYREF;WDR18;YLPM1;PDGFA;NUCKS1;HDAC8;GRHL2;TERF2;CDK9;WDR70;MYC;SUB1;USP1;UBE2N;TERF2IP;MPV17;NBN;KPNA2
GO_Biological_Process_2021	regulation of ATP metabolic process (GO:1903578)	22/56	2.146043e-03	8.067690e-02	0	0	2.341580e+00	1.438697e+01	NUP214;RANBP2;FIS1;SEC13;NUP205;NUP107;NUP188;NUP210;NUP155;SPHK2;PRKAG2;AAAS;HIF1A;NUP160;COX7A2L;EIF6;TPR;NUP54;RAE1;ZBTB7A;OGT;NUP58
GO_Biological_Process_2021	plasma membrane repair (GO:0001778)	8/13	2.175826e-03	8.125486e-02	0	0	5.782087e+00	3.544620e+01	RAB3A;SMPD1;MYOF;DYSF;ANXA6;MYH9;SYT7;ARL8B
GO_Biological_Process_2021	positive regulation of protein kinase activity (GO:0045860)	49/154	2.220192e-03	8.236620e-02	0	0	1.691680e+00	1.033644e+01	HSP90AB1;NAB2;SYAP1;DUSP19;PRKAG2;RPTOR;STK11;RASSF2;CCR7;IL6R;EPHA4;HSP90AA1;MAP2K2;MMD;STRADA;AXIN1;EMP2;EREG;TRAF4;INCENP;DOK7;RAPGEF2;GAS6;RALB;CAB39;SRC;LRP8;TTBK1;MRNIP;ERBB3;PAK6;PTK2B;PAK2;MARK2;PAK4;TGFB2;IL34;DAB2IP;AZU1;PTK2;EFNA1;CCDC88A;DLG3;TAOK3;DLG4;UNC119;CALM3;CALM1;CALM2
GO_Biological_Process_2021	supramolecular fiber organization (GO:0097435)	99/351	2.255487e-03	8.312868e-02	0	0	1.427291e+00	8.698470e+00	APP;INPPL1;SCX;LOXL4;PLOD3;LOXL1;MPRIP;CHP1;TMOD1;ACTN1;TMOD3;TMOD2;TPM1;P3H2;WDR73;HSPG2;CD2AP;CLIP2;COL4A4;ELMO2;PPIB;HDGFL3;RHOBTB3;SLAIN2;LTBP3;CORO1A;CAMSAP1;FBLN5;CAMSAP2;CORO1C;APH1A;ADAMTS14;UBB;SERPINH1;TPPP;CARMIL1;TGFB2;SIAH2;MYO5A;CCDC88A;KIF18A;COL5A1;HOOK2;HOOK1;CCDC88C;MYO5C;CORO6;TUBGCP3;CORO7;TGFBI;COL18A1;HSP90AB1;ITGB4;TCHH;LAMC2;PPP1R9A;RND3;LMOD2;PPP1R9B;PCM1;ADAMTS2;CALB1;RAC3;EMILIN1;CD36;DSP;SHROOM2;EMP2;RHOC;RHOD;CKAP5;RHOB;COL6A2;PXDN;EVL;ALDOA;MFGE8;B4GALT7;DBN1;PLEC;COL11A2;FIGN;FURIN;COL19A1;GGA1;DNAJB6;DYNC1H1;COL26A1;LAMB3;USP9X;COL22A1;NCKAP5L;SNCAIP;MYO1B;CENPJ;TLL2;VIM;BCAR1;MYO1F
GO_Biological_Process_2021	rRNA metabolic process (GO:0016072)	51/162	2.353933e-03	8.426781e-02	0	0	1.665688e+00	1.008019e+01	TRIR;RPL30;RPL31;RPLP1;WDR3;RRP1;DIS3L;RPLP0;RPL10A;RPL6;RPS14;RPS16;RPL18A;NOB1;RPL38;RPL37;PELP1;WDR36;RPL21;UTP11;IMP3;RPL22;WDR74;RPL13A;XRN1;DKC1;RPL37A;RPL29;DDX27;RPL36A;NOC4L;NOL9;DEDD2;EXOSC10;BMS1;EXOSC9;RPL13;EXOSC3;EXOSC2;NOP14;RPL41;KRR1;WDR18;WDR55;RCL1;TBL3;LAS1L;RPL27A;MPHOSPH10;NOL11;NOP53
GO_Biological_Process_2021	chondrocyte development (GO:0002063)	5/6	2.361113e-03	8.426781e-02	0	0	1.806113e+01	1.092450e+02	BMPR2;SOX9;BMPR1B;SULF1;SULF2
GO_Biological_Process_2021	epithelial tube formation (GO:0072175)	5/6	2.361113e-03	8.426781e-02	0	0	1.806113e+01	1.092450e+02	GATA3;SOX9;CEP290;FGFR2;PAX2
GO_Biological_Process_2021	membrane raft assembly (GO:0001765)	5/6	2.361113e-03	8.426781e-02	0	0	1.806113e+01	1.092450e+02	ANXA2;RFTN1;FLOT2;EMP2;S100A10
GO_Biological_Process_2021	protein localization to nuclear envelope (GO:0090435)	5/6	2.361113e-03	8.426781e-02	0	0	1.806113e+01	1.092450e+02	NUP155;PLK1;TOR1AIP2;NUP54;NUTF2
GO_Biological_Process_2021	transcription by RNA polymerase II (GO:0006366)	91/320	2.550774e-03	9.046423e-02	0	0	1.443156e+00	8.617601e+00	INTS12;RARG;INTS14;CCNT2;THRB;HNF4G;YBX2;TTF2;RBPJ;MED16;NR2E3;SNAPC3;TRIM24;NELFA;PKNOX1;TEAD1;TEAD2;KLF13;TBP;TSC22D1;NCBP2;GTF2F1;MED23;NCOR2;NR5A1;KAT2B;NCOR1;NFX1;RARA;TBPL1;PPARG;SNRPE;PPARD;YAP1;NOTCH2;ZNF473;GTF2A2;CTDP1;NFIX;CTR9;MAZ;TAF9;SUPT4H1;ZBTB1;GLIS3;MLLT1;MLLT3;PMF1;HDAC9;HDAC7;SCAF8;RXRA;PABPN1;POLR2B;CSTF1;LEO1;SYMPK;RPRD1B;TBL1X;POLR2H;ZBTB7B;RREB1;CPSF4;CREBBP;RNGTT;INTS1;VDR;TAF13;INTS3;INTS2;TAF11;NR1D2;ESRRG;POU2F2;TBX5;ESR1;ELL3;NFKB1;SETX;CDK9;DRAP1;NR4A2;NR4A1;TAF8;INTS4;TRIP11;TAF6;TAF5;MNAT1;TAF3;TAF2
GO_Biological_Process_2021	regulation of generation of precursor metabolites and energy (GO:0043467)	20/50	2.612584e-03	9.195201e-02	0	0	2.412037e+00	1.434539e+01	NUP214;RANBP2;SEC13;NUP205;TIGAR;NUP107;NUP188;NUP210;NUP155;PRKAG2;AAAS;HIF1A;NUP160;EIF6;TPR;NUP54;RAE1;ZBTB7A;OGT;NUP58
GO_Biological_Process_2021	transcription initiation from RNA polymerase II promoter (GO:0006367)	45/140	2.631936e-03	9.195201e-02	0	0	1.716623e+00	1.019680e+01	NOTCH2;YAP1;RARG;GTF2A2;THRB;MAZ;TAF9;HNF4G;RBPJ;NR2E3;HDAC9;HDAC7;RXRA;POLR2B;POLR2H;TBL1X;TEAD1;TEAD2;CREBBP;TBP;VDR;TAF13;TAF11;ESRRG;NR1D2;GTF2F1;TBX5;ESR1;CDK9;NR4A2;MED23;NCOR2;NR5A1;NR4A1;KAT2B;NCOR1;RARA;TAF8;PPARG;TAF6;TAF5;MNAT1;TAF3;TAF2;PPARD
GO_Biological_Process_2021	regulation of cell growth (GO:0001558)	65/217	2.641643e-03	9.195201e-02	0	0	1.551277e+00	9.208931e+00	BTG1;BMPR2;TFRC;PTPRJ;TMEM97;RERG;PPP1R9B;RPTOR;RPS6KA3;FLCN;STK11;HYAL2;AKT1;PLCE1;MFSD2A;PABIR1;CSNK2A1;SPHK2;SPHK1;TMC8;SIRT1;ATAD3A;DCSTAMP;ADAM15;NRG3;MYL2;SGK3;SGK1;SGK2;HDGFL2;VGLL4;MTPN;HPN;PRDM11;RTN4;SOCS2;SERTAD3;WNT11;SERTAD2;EXOSC9;APBB2;SLIT3;EXOSC2;PAK4;TGFB2;SMAD3;PTCH2;OSGIN1;INO80;OSGIN2;PML;SMARCA4;NET1;ITCH;H3-5;KIF26A;WT1;PPT1;LAMTOR2;CHPT1;LAMTOR1;EBAG9;SIPA1;EIF4G2;BCAR1
GO_Biological_Process_2021	positive regulation of cell migration (GO:0030335)	78/269	2.843913e-03	9.779593e-02	0	0	1.482211e+00	8.689572e+00	RET;SEMA5A;ITGB1;NRP1;SEMA5B;DOCK5;BMPR2;FLT1;PIK3CD;MIA3;LAMC2;SYNE2;MYLK;IGF1R;ZNF609;AKT2;GPER1;CTSH;CPNE3;MADCAM1;SOX9;ACVR1;EDN1;PRKCE;SPHK1;GAB1;ACTN4;RHOC;RHOD;MMP9;SHTN1;CLDN4;CLDN3;KIT;MYADM;NUMB;RAPGEF2;CBLL1;DOCK1;CEMIP;SEMA3C;SEMA3D;SRC;MAZ;SEMA3B;PDGFA;SEMA3F;HIF1A;THBS1;RTN4;WNT11;GPNMB;ZNF703;GCNT2;PTK2B;PLCG1;RREB1;S100A11;SPAG9;CARMIL1;TGFB2;SEMA4D;CAV1;NTRK3;SEMA4B;STAT3;DAB2IP;ELP3;SEMA4G;ELP6;PTK2;TJP1;VIL1;F2RL1;LGR6;FERMT2;BCAR1;CCL26
