Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	negative regulation of tyrosine phosphorylation of STAT protein (GO:0042532)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	SOCS1;PARP14
GO_Biological_Process_2021	negative regulation of vascular endothelial growth factor signaling pathway (GO:1900747)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	DAB2IP;PIK3CB
GO_Biological_Process_2021	negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway (GO:0039532)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	RNF125;RIOK3
GO_Biological_Process_2021	nerve growth factor signaling pathway (GO:0038180)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	RAPGEF1;RAPGEF2
GO_Biological_Process_2021	neuron remodeling (GO:0016322)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	FARP2;APP
GO_Biological_Process_2021	nucleoside metabolic process (GO:0009116)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	OARD1;NME4
GO_Biological_Process_2021	phosphatidylcholine catabolic process (GO:0034638)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	PLA2G15;PLA2G6
GO_Biological_Process_2021	positive regulation by symbiont of entry into host (GO:0075294)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	LGALS1;TMPRSS2
GO_Biological_Process_2021	positive regulation of circadian rhythm (GO:0042753)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	CRH;BTRC
GO_Biological_Process_2021	positive regulation of lipase activity (GO:0060193)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	RHOC;FGFR2
GO_Biological_Process_2021	positive regulation of myoblast fusion (GO:1901741)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	EHD1;MAPK14
GO_Biological_Process_2021	positive regulation of receptor recycling (GO:0001921)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	ANXA2;ECE1
GO_Biological_Process_2021	positive regulation of rRNA processing (GO:2000234)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	TRMT112;RIOK1
GO_Biological_Process_2021	positive regulation of transcription by RNA polymerase III (GO:0045945)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	RPTOR;CHD8
GO_Biological_Process_2021	positive regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030949)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	ARNT;HIF1A
GO_Biological_Process_2021	positive regulation of viral entry into host cell (GO:0046598)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	LGALS1;TMPRSS2
GO_Biological_Process_2021	production of siRNA involved in RNA interference (GO:0030422)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	DROSHA;TARBP2
GO_Biological_Process_2021	regulation of actin filament-based movement (GO:1903115)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	MYBPC3;SRI
GO_Biological_Process_2021	regulation of axon guidance (GO:1902667)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	NRP1;TUBB2B
GO_Biological_Process_2021	regulation of cilium movement (GO:0003352)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	DNAAF1;CFAP206
GO_Biological_Process_2021	regulation of glycoprotein biosynthetic process (GO:0010559)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	NECAB2;NECAB1
GO_Biological_Process_2021	regulation of granulocyte differentiation (GO:0030852)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	RARA;RUNX1
GO_Biological_Process_2021	regulation of histone phosphorylation (GO:0033127)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	CDK9;AKAP8L
GO_Biological_Process_2021	regulation of long-term synaptic depression (GO:1900452)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	GRID2;KCNB1
GO_Biological_Process_2021	regulation of macrophage migration (GO:1905521)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	PTK2B;EMILIN1
GO_Biological_Process_2021	regulation of postsynaptic neurotransmitter receptor activity (GO:0098962)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	NPTX1;CACNG5
GO_Biological_Process_2021	regulation of store-operated calcium entry (GO:2001256)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	GRAMD2A;HOMER2
GO_Biological_Process_2021	regulation of type B pancreatic cell development (GO:2000074)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	AKT1;CLOCK
GO_Biological_Process_2021	response to dopamine (GO:1903350)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	ABL1;TGM2
GO_Biological_Process_2021	response to interleukin-4 (GO:0070670)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	DCSTAMP;GATA3
GO_Biological_Process_2021	response to leucine (GO:0043201)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	RPTOR;SESN1
GO_Biological_Process_2021	secretory granule organization (GO:0033363)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	BLOC1S1;DTNBP1
GO_Biological_Process_2021	serine family amino acid catabolic process (GO:0009071)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	DAO;DLD
GO_Biological_Process_2021	SNARE complex assembly (GO:0035493)	2/10	6.733872e-01	9.096054e-01	0	0	9.020286e-01	3.566935e-01	STXBP1;VAMP4
GO_Biological_Process_2021	chemical homeostasis (GO:0048878)	13/65	6.776359e-01	9.096054e-01	0	0	9.017795e-01	3.509231e-01	SLC4A10;NR1D2;SLC4A2;ABHD5;CLN8;TENT4B;TLCD3B;ACOXL;ADCK1;WNK1;AQP11;PPARG;TLCD1
GO_Biological_Process_2021	establishment of protein localization to membrane (GO:0090150)	14/70	6.805800e-01	9.096054e-01	0	0	9.017568e-01	3.470049e-01	PRKCI;ZDHHC20;RFTN1;VPS37C;NACA2;ZDHHC6;ZDHHC7;SYNE3;GOLGA7B;RAB10;GORASP2;PARD3;MICALL1;AQP11
GO_Biological_Process_2021	positive regulation of T cell activation (GO:0050870)	15/75	6.835191e-01	9.096054e-01	0	0	9.017341e-01	3.431105e-01	CD86;TFRC;DOCK8;ZBTB1;HLA-A;GATA3;CD3E;CYRIB;HSPD1;PNP;ZMIZ1;FLOT2;CCR7;CD47;CD276
GO_Biological_Process_2021	regulation of NIK/NF-kappaB signaling (GO:1901222)	16/80	6.864425e-01	9.096054e-01	0	0	9.017114e-01	3.392534e-01	CD86;APP;NFAT5;SPHK1;ACTN4;BMP7;HDAC7;NFKBIA;PPM1A;PPM1B;RASSF2;IRAK1;TMSB4X;ZC3H12A;BCL3;TERF2IP
